Id,PID,Garage Finish,Garage Cars,SalePrice,Combined Area,House Age,Garage Age,Years since Remod/Add,Total Rooms AbvGrd,Combined House Qual,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
913,909251050,1.0,2.0,147500,2488.0,93,93.0,9,7,288.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,528114040,3.0,3.0,383000,4606.0,1,1.0,1,9,1125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2348,527354040,3.0,2.0,241500,4321.0,18,18.0,18,8,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1527,909252220,1.0,2.0,147500,2340.0,94,14.0,13,7,216.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,527208010,3.0,3.0,355000,4351.0,3,3.0,3,13,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1332,903225050,0.0,0.0,109500,1568.0,84,84.0,58,6,180.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,902205010,1.0,1.0,45000,920.0,69,44.0,59,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
209,904100140,1.0,1.0,244400,3784.0,70,70.0,60,12,189.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,534476150,3.0,2.0,167000,3478.0,56,56.0,56,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2150,907262020,3.0,2.0,200000,3131.0,5,5.0,5,10,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,904302020,1.0,1.0,80000,1889.0,70,70.0,56,5,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2839,908275220,1.0,2.0,115000,2300.0,51,49.0,16,6,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,535178060,2.0,1.0,139000,2689.0,52,52.0,52,7,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2714,905107070,3.0,2.0,149500,2512.0,28,28.0,28,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
799,905480210,1.0,1.0,108000,2561.0,69,69.0,59,8,108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,535383100,0.0,0.0,106250,1294.0,108,108.0,8,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2107,906380160,2.0,3.0,194000,3306.0,1,1.0,1,7,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,532351060,1.0,2.0,129500,2600.0,44,29.0,44,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1911,535101150,1.0,3.0,126000,3912.0,39,39.0,39,10,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
896,908225290,2.0,1.0,120000,2641.0,59,59.0,59,7,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,907410080,2.0,2.0,213000,3563.0,6,6.0,5,9,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,533253090,3.0,2.0,190000,2936.0,26,26.0,26,5,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,527158020,3.0,2.0,183500,2731.0,13,13.0,12,8,216.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,535402140,1.0,1.0,172000,2652.0,44,44.0,8,8,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
887,908102290,1.0,1.0,100000,1920.0,71,51.0,51,4,108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,907418010,2.0,3.0,218836,3942.0,1,1.0,1,8,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,902326060,1.0,2.0,163000,3066.0,103,5.0,8,9,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1750,528235170,2.0,2.0,206580,3569.0,1,1.0,1,9,448.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,907420070,3.0,2.0,163990,2574.0,1,1.0,0,11,384.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,903452090,1.0,1.0,116500,2116.0,96,5.0,2,8,60.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,528240050,3.0,2.0,188000,2960.0,6,6.0,5,10,448.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,535102010,3.0,2.0,175000,2505.0,41,41.0,41,8,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1634,527184020,2.0,2.0,182000,2825.0,19,19.0,19,7,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1974,902100010,2.0,2.0,103000,2386.0,81,26.0,27,6,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1764,528327060,2.0,3.0,466500,6070.0,6,6.0,5,11,1250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
634,535154130,1.0,1.0,149500,2273.0,50,50.0,11,8,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1683,527455030,1.0,1.0,142500,2435.0,29,29.0,29,6,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2199,909251030,1.0,1.0,136500,3064.0,81,34.0,57,7,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,907230240,1.0,2.0,137000,2434.0,13,13.0,12,8,216.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,527301245,2.0,2.0,226500,3891.0,20,20.0,20,8,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,527180040,1.0,2.0,171500,3147.0,20,20.0,20,7,336.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,907200170,1.0,2.0,132500,2441.0,30,30.0,30,7,135.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,535454050,1.0,2.0,87500,1440.0,57,57.0,56,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1175,533234020,3.0,2.0,223000,3193.0,7,7.0,7,10,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1232,535105060,2.0,2.0,174000,3318.0,46,46.0,3,9,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2590,535325450,3.0,1.0,142000,2038.0,55,55.0,15,5,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2463,528477030,2.0,2.0,232600,3754.0,0,0.0,0,9,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2358,527377030,2.0,2.0,181000,2833.0,32,32.0,7,7,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2911,923225260,3.0,2.0,151400,4039.0,33,33.0,33,13,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,528112150,2.0,3.0,250000,4126.0,1,1.0,1,9,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,534152100,1.0,2.0,196500,3190.0,22,22.0,22,10,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,902330090,1.0,2.0,185000,3849.0,128,57.0,20,10,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
589,534129380,1.0,1.0,113000,2768.0,40,40.0,40,6,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1641,527252070,2.0,2.0,392000,3405.0,0,0.0,0,9,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2821,908103320,0.0,0.0,127500,1925.0,31,31.0,31,6,216.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,533221060,1.0,2.0,177000,2769.0,7,7.0,7,7,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1805,528482030,2.0,3.0,265000,4345.0,3,3.0,3,12,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1853,533244040,2.0,2.0,312500,4687.0,9,9.0,9,11,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1321,902401120,1.0,2.0,325000,4892.0,115,20.0,8,13,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
564,532478020,2.0,3.0,275000,4892.0,29,29.0,29,8,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1771,528358040,2.0,3.0,290000,4444.0,12,12.0,12,12,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,532479070,3.0,2.0,169000,3163.0,36,36.0,8,9,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2684,903235020,1.0,1.0,89000,1437.0,85,85.0,56,5,135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,527166040,3.0,2.0,180400,2647.0,12,12.0,12,10,216.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,528142130,2.0,3.0,284000,5715.0,6,6.0,5,9,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1914,535106140,2.0,1.0,114500,2099.0,49,49.0,49,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2811,907410110,2.0,3.0,212900,3886.0,1,1.0,0,9,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,907194110,2.0,2.0,187100,3448.0,8,8.0,7,8,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,533213140,1.0,2.0,176000,2627.0,8,8.0,8,8,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2225,909428340,2.0,2.0,215000,3528.0,39,39.0,39,9,216.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,907412080,2.0,2.0,185900,2872.0,4,4.0,4,9,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,527405160,1.0,2.0,120500,2388.0,39,20.0,39,6,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2431,528231050,3.0,2.0,192140,2942.0,1,1.0,1,10,240.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,923277030,1.0,1.0,130500,1896.0,26,26.0,0,6,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
897,908225370,1.0,1.0,98000,1769.0,64,64.0,59,11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,906412010,2.0,3.0,475000,5895.0,0,0.0,0,9,720.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,910204090,1.0,1.0,67000,2376.0,87,87.0,57,7,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,528144050,3.0,3.0,325624,4532.0,0,0.0,0,10,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2252,914460110,2.0,2.0,245000,3394.0,5,5.0,5,6,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,531375110,1.0,2.0,159000,2804.0,4,4.0,4,8,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1877,534204120,2.0,2.0,156000,2661.0,42,42.0,42,8,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
424,528106020,3.0,3.0,555000,6168.0,1,1.0,1,12,1250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1182,533251120,1.0,2.0,162500,2980.0,24,24.0,24,8,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2750,906225180,1.0,4.0,224500,3704.0,13,13.0,13,10,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1016,527276040,2.0,2.0,133000,3714.0,58,58.0,58,9,162.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,528250060,3.0,2.0,180000,2685.0,3,3.0,3,11,448.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,923277080,1.0,1.0,134500,1954.0,26,26.0,3,7,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,527216050,3.0,3.0,438780,4996.0,0,0.0,0,14,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1233,535105090,2.0,1.0,165000,2826.0,46,46.0,46,7,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,527455240,2.0,1.0,100000,2072.0,42,42.0,42,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
633,535154060,1.0,2.0,176000,3099.0,49,49.0,49,7,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2722,905200340,1.0,2.0,170000,3996.0,51,51.0,32,8,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
469,528228290,3.0,3.0,174000,3588.0,2,2.0,2,9,448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,903456130,1.0,1.0,127000,2388.0,83,23.0,58,8,162.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,528294060,3.0,2.0,185900,2932.0,9,9.0,9,10,252.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,902206260,1.0,1.0,91300,1349.0,71,71.0,13,5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2808,907405030,2.0,2.0,200000,3926.0,3,3.0,3,9,384.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,535450310,1.0,1.0,143000,3201.0,58,58.0,57,9,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2720,905200280,1.0,2.0,172500,3423.0,48,48.0,48,10,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2170,908103090,1.0,2.0,110000,2696.0,44,5.0,44,5,108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,534277090,2.0,3.0,140000,3170.0,52,27.0,52,7,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2113,906394050,2.0,2.0,176432,3068.0,1,1.0,1,8,384.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,531450090,2.0,2.0,179200,3068.0,17,17.0,17,8,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2105,906380120,2.0,2.0,203000,3056.0,2,2.0,0,8,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,528435060,2.0,3.0,248328,4332.0,0,0.0,0,9,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
961,916382110,3.0,3.0,316500,4167.0,1,1.0,1,9,1125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1405,905403060,1.0,1.0,125600,1898.0,60,60.0,58,6,189.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,902406020,1.0,1.0,110000,2276.0,49,49.0,49,6,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,902205130,1.0,1.0,108500,2228.0,87,10.0,57,6,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,911204090,1.0,2.0,55993,2088.0,58,58.0,58,5,60.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,902206220,1.0,1.0,129000,2900.0,62,62.0,1,8,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2896,916402125,1.0,2.0,176000,2800.0,19,19.0,19,7,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668,535402090,1.0,1.0,154000,3124.0,46,46.0,46,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1582,916402215,1.0,2.0,180000,3090.0,22,22.0,22,8,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2285,923225050,3.0,2.0,134000,2812.0,31,31.0,31,8,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,905426010,1.0,2.0,243000,3936.0,57,57.0,6,9,216.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,916475020,3.0,3.0,270000,4053.0,5,5.0,4,11,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2250,914452190,1.0,2.0,134000,2648.0,24,24.0,24,7,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
502,528365070,2.0,3.0,260000,4649.0,16,16.0,16,12,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2166,907420060,2.0,2.0,168675,2713.0,1,1.0,1,10,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,527158090,3.0,2.0,160000,2484.0,13,13.0,13,10,216.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,902136110,0.0,0.0,95000,1764.0,118,118.0,12,6,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
832,906392130,3.0,2.0,173000,2566.0,4,4.0,3,10,384.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,528488130,2.0,2.0,187750,3166.0,0,0.0,0,7,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1017,527301170,3.0,2.0,215000,3426.0,22,22.0,17,10,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1384,905107380,2.0,1.0,120000,2416.0,41,41.0,41,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1790,528439080,2.0,2.0,249000,3672.0,2,2.0,1,9,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2530,534175100,2.0,2.0,164500,3145.0,39,39.0,39,9,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2893,916252170,2.0,1.0,230000,1607.0,20,20.0,20,7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,903426010,1.0,2.0,140000,2472.0,78,28.0,17,8,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
683,535452140,1.0,1.0,118900,1704.0,57,57.0,57,5,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
823,906378110,2.0,3.0,239900,3840.0,1,1.0,1,8,512.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,527452070,2.0,2.0,146300,2578.0,31,31.0,31,6,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1594,923225080,1.0,2.0,124000,2579.0,33,33.0,33,7,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,905100060,1.0,1.0,130000,2232.0,44,44.0,44,7,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1813,531385070,1.0,2.0,179000,3237.0,7,7.0,6,8,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,527180100,2.0,2.0,180500,3366.0,19,19.0,19,7,252.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,902125160,1.0,1.0,80000,1714.0,65,65.0,60,5,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
510,528435030,3.0,3.0,287090,3991.0,1,1.0,0,9,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1326,902427045,1.0,1.0,97000,1190.0,52,52.0,52,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2423,528228360,3.0,2.0,246990,3277.0,4,4.0,4,7,448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,527175130,1.0,2.0,154204,2910.0,43,43.0,43,7,162.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,535425060,2.0,2.0,186000,3119.0,50,50.0,7,8,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1046,527451550,1.0,1.0,111750,2196.0,36,36.0,36,9,135.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,528176010,3.0,3.0,500000,6500.0,7,7.0,6,13,1125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1424,906378190,3.0,2.0,177439,2468.0,1,1.0,1,9,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
